,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
299,Misery,R,107,7.8,1990,75
300,Sherlock Holmes,PG-13,128,7.6,2009,57
301,A Cure for Wellness,R,146,6.4,2016,47
302,Snow White and the Huntsman,PG-13,127,6.1,2012,57
303,The Forest,PG-13,93,4.8,2016,34
304,The Highwaymen,R,132,6.9,2019,58
305,The Lives of Others,R,137,8.4,2006,89
306,Training Day,R,122,7.7,2001,69
307,An Officer and a Spy,,132,7.3,2019,56
308,Mission: Impossible,PG-13,110,7.1,1996,59
309,Cape Fear,R,128,7.3,1991,73
310,The Others,PG-13,104,7.6,2001,74
311,The Impossible,PG-13,114,7.6,2012,73
312,Den of Thieves,R,140,7.0,2018,49
313,I Saw the Devil,Not Rated,144,7.8,2010,67
314,Robin Hood,PG-13,116,5.3,2018,32
315,The Phantom of the Opera,PG-13,143,7.3,2004,40
316,The Post,PG-13,116,7.2,2017,83
317,Gravity,PG-13,91,7.7,2013,96
318,Taken,PG-13,90,7.8,2008,51
319,The Recall,R,90,4.5,2017,
320,The Art of Self-Defense,R,104,6.7,2019,65
321,Event Horizon,R,96,6.7,1997,35
322,Hanna,PG-13,111,6.8,2011,65
323,The Nice Guys,R,116,7.4,2016,70
324,The Chronicles of Riddick,R,119,6.7,2004,38
325,Shooter,R,124,7.2,2007,53
326,Haunt,R,92,6.3,2019,69
327,Searching,PG-13,102,7.6,2018,71
328,Don't Breathe,R,88,7.1,2016,71
329,Mile 22,R,94,6.1,2018,38
330,Irréversible,Not Rated,97,7.4,2002,51
331,Annabelle Comes Home,R,106,5.9,2019,53
332,Sleepers,R,147,7.6,1996,49
333,True Lies,R,141,7.2,1994,63
334,Stuber,R,93,6.1,2019,42
335,The Devil's Advocate,R,144,7.5,1997,60
336,Kiss the Girls,R,115,6.6,1997,46
337,Chinatown,R,130,8.2,1974,92
338,The Wailing,TV-MA,156,7.4,2016,81
339,Brimstone,R,148,7.1,2016,45
340,WarGames,PG,114,7.1,1983,77
341,The Girl in the Spider's Web,R,115,6.1,2018,43
342,Nerve,PG-13,96,6.5,2016,58
343,The Great Escape,Not Rated,172,8.2,1963,87
344,The Hurt Locker,R,131,7.6,2008,95
345,Mad Max,R,88,6.9,1979,73
346,Children of Men,R,109,7.9,2006,84
347,Fast Five,PG-13,130,7.3,2011,66
348,Face/Off,R,138,7.3,1997,82
349,The Hunger Games: Mockingjay - Part 1,PG-13,123,6.6,2014,64
350,Deliverance,R,109,7.7,1972,82
351,The Invitation,Not Rated,100,6.6,2015,74
352,The Circle,PG-13,110,5.3,2017,43
353,From Russia with Love,PG,115,7.4,1963,85
354,Wild Things,R,108,6.5,1998,52
355,The Tourist,PG-13,103,6.0,2010,37
356,White House Down,PG-13,131,6.4,2013,52
357,Percy Jackson: Sea of Monsters,PG,106,5.8,2013,39
358,Layer Cake,R,105,7.3,2004,73
359,Road to Perdition,R,117,7.7,2002,72
360,The First Purge,R,98,5.1,2018,54
361,All the Money in the World,R,132,6.8,2017,72
362,Deep Water,,,,2020,
363,The Girl on the Train,R,112,6.5,2016,48
364,Blood Diamond,R,143,8.0,2006,64
365,The Neon Demon,R,117,6.2,2016,51
