,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
432,Annie Get Your Gun,Passed,107,6.9,1950,77
433,Romance on the High Seas,Approved,99,7.0,1948,
434,Love Songs,Unrated,91,7.1,2007,70
435,Stormy Weather,Approved,78,7.3,1943,
436,Snow White and the Seven Dwarfs,,,,,
437,Bang Bang Baby,TV-14,90,5.0,2014,
438,Opening Night,Not Rated,90,6.2,2016,
439,I'll Be There,PG-13,105,6.4,2003,
440,Good Manners,,135,6.8,2017,73
441,Li'l Abner,Approved,114,6.8,1959,
442,Ziegfeld Girl,Passed,132,6.8,1941,
443,Doll Face,Not Rated,80,5.9,1945,
444,Dil To Pagal Hai,Not Rated,179,7.0,1997,
445,Heidi,Approved,88,7.3,1937,
446,State Fair,Approved,100,7.0,1945,
447,Kiraware Matsuko no isshô,,130,7.9,2006,
448,Legends of Oz: Dorothy's Return,PG,88,5.1,2014,25
449,Love's Labour's Lost,PG,93,6.0,2000,35
450,Hello Again,Not Rated,105,5.1,2017,43
451,Lili,Passed,81,7.4,1953,
452,La Flor,,808,7.8,2018,77
453,The Princess and the Goblin,G,82,6.8,1991,
454,Royal Wedding,Not Rated,93,6.7,1951,
455,Tom Sawyer,G,103,6.5,1973,
456,The Frog Prince,G,86,6.6,1988,
457,Shall We Dance,Approved,109,7.5,1937,
458,The Pebble and the Penguin,G,74,5.6,1995,
459,My Little Pony: Equestria Girls - Rainbow Rocks,TV-Y,75,6.9,2014,
460,Billie,Not Rated,87,5.8,1965,
461,Clambake,TV-G,99,5.6,1967,
462,The Pajama Game,Approved,101,6.7,1957,
463,Jack et la mécanique du coeur,PG,94,7.0,2013,56
464,Matilda,,,,(I,
465,Radioland Murders,PG,108,6.3,1994,
466,The Trouble with Girls,G,97,5.4,1969,
467,G.I. Blues,PG,104,6.3,1960,
468,Honeydripper,PG-13,124,6.6,2007,68
469,Cool Cat Saves the Kids,Not Rated,75,4.8,2015,
470,Tian bian yi duo yun,Not Rated,112,6.5,2005,45
471,Rockula,PG-13,87,5.3,1990,
472,Ziegfeld Follies,Approved,110,6.5,1945,
473,On a Clear Day You Can See Forever,G,129,6.4,1970,
474,Summer Magic,Approved,110,7.0,1963,
475,Fraggle Rock: The Movie,,,,,
476,Idlewild,R,121,6.2,2006,55
477,How to Succeed in Business Without Really Trying,Approved,121,7.2,1967,
478,Marilyn Hotchkiss' Ballroom Dancing & Charm School,PG-13,103,6.6,2005,40
479,Road to Zanzibar,Passed,91,6.8,1941,
480,The Pirate,Approved,102,7.0,1948,
481,Pal Joey,Approved,111,6.7,1957,
