,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
314,The Souvenir,R,120,6.5,2019,91
315,The Reader,R,124,7.6,2008,58
316,A Walk to Remember,PG,101,7.4,2002,35
317,Sleeping Beauty,Not Rated,101,5.3,2011,57
318,Vicky Cristina Barcelona,PG-13,96,7.1,2008,70
319,An American in Paris,Passed,114,7.2,1951,84
320,Deep Impact,PG-13,120,6.2,1998,40
321,Footloose,PG-13,113,5.9,2011,58
322,American Honey,R,163,7.0,2016,79
323,Shrek 2,PG,93,7.2,2004,75
324,This Means War,PG-13,103,6.3,2012,31
325,Sierra Burgess Is a Loser,PG-13,105,5.9,2018,60
326,13 Going on 30,PG-13,98,6.1,2004,57
327,Remember Me,PG-13,113,7.1,2010,40
328,Red Joan,R,101,6.3,2018,45
329,Sex Drive,R,109,6.5,2008,49
330,Malcolm X,PG-13,202,7.7,1992,72
331,Grease 2,PG,115,4.4,1982,52
332,You've Got Mail,PG,119,6.6,1998,57
333,The Secret in Their Eyes,R,129,8.2,2009,80
334,Blended,PG-13,117,6.5,2014,31
335,The Next Three Days,PG-13,133,7.4,2010,52
336,The Mortal Instruments: City of Bones,PG-13,130,5.9,2013,33
337,Indecent Proposal,R,117,5.9,1993,35
338,Paterson,R,118,7.4,2016,90
339,A Cinderella Story,PG,95,5.9,2004,25
340,Earthquake Bird,R,107,5.9,2019,51
341,Stargirl,PG,,,2020,
342,Newness,Unrated,117,6.4,2017,50
343,Allied,R,124,7.1,2016,60
344,The Hunchback of Notre Dame,G,91,6.9,1996,74
345,Swiss Army Man,R,97,7.0,2016,64
346,Unfaithful,R,124,6.7,2002,63
347,Shikara,,118,2.1,2020,
348,The Guernsey Literary and Potato Peel Pie Society,TV-14,124,7.4,2018,65
349,Mike and Dave Need Wedding Dates,R,98,6.0,2016,51
350,Can't Buy Me Love,PG-13,94,6.8,1987,36
351,Mirage,TV-MA,128,7.4,2018,
352,Love Jacked,PG-13,100,5.9,2018,
353,Bring It On,PG-13,98,6.0,2000,52
354,Last Tango in Paris,NC-17,129,7.0,1972,77
355,Heartbreakers,PG-13,123,6.2,2001,47
356,John Tucker Must Die,PG-13,89,5.8,2006,41
357,"Crouching Tiger, Hidden Dragon",PG-13,120,7.8,2000,94
358,Bheeshma,,150,7.6,2020,
359,Buffalo '66,R,110,7.5,1998,68
360,The Space Between Us,PG-13,120,6.4,2017,33
361,The Best Offer,R,131,7.8,2013,49
362,Match Point,R,124,7.6,2005,72
363,First Lady,PG,101,5.1,2020,
364,Robin Hood,G,83,7.6,1973,57
365,Adventures in Babysitting,PG-13,102,6.9,1987,45
366,Ophelia,PG-13,114,6.7,2018,60
367,Someone Great,R,92,6.2,2019,63
368,Purple Rain,R,111,6.6,1984,55
369,Minsara Kanna,,165,6.4,1999,
370,Disobedience,R,114,6.6,2017,74
371,Plus One,Not Rated,98,6.6,2019,65
372,Empire Records,PG-13,90,6.7,1995,30
373,Sex and the City,R,145,5.6,2008,53
374,The Ugly Truth,R,96,6.4,2009,28
375,Shrek Forever After,PG,93,6.3,2010,58
376,Romeo and Juliet,PG,138,7.6,1968,
377,The Holiday,PG-13,136,6.9,2006,52
378,Crimson Peak,R,119,6.5,2015,66
379,The Quiet Man,Passed,129,7.8,1952,
380,Mansfield Park,PG-13,112,7.1,1999,71
381,Thirst,R,134,7.1,2009,73
382,Overboard,PG-13,112,6.0,2018,42
383,The Huntsman: Winter's War,PG-13,114,6.1,2016,35
384,Overboard,PG,112,6.9,1987,53
385,Robin Hood: Men in Tights,PG-13,104,6.7,1993,44
386,Let It Snow,PG-13,92,5.8,2019,51
387,My Best Friend's Wedding,PG-13,105,6.3,1997,50
388,Only Lovers Left Alive,R,123,7.3,2013,79
389,Eat Pray Love,PG-13,133,5.8,2010,50
390,The Karate Kid Part II,PG,113,6.0,1986,55
391,I Feel Pretty,PG-13,110,5.5,2018,48
392,Annie Hall,PG,93,8.0,1977,92
393,Singin' in the Rain,G,103,8.3,1952,99
394,Love Aaj Kal,Not Rated,128,6.8,2009,
395,The Lake House,PG,99,6.8,2006,52
396,Ammonite,,,,2020,
397,Mr. Nobody,R,141,7.8,2009,63
398,Doctor Zhivago,PG-13,197,8.0,1965,69
399,Vanilla Sky,R,136,6.9,2001,45
400,Body Heat,R,113,7.4,1981,77
401,Pocahontas,G,81,6.7,1995,58
402,Chocolat,PG-13,121,7.2,2000,64
403,Little,PG-13,109,5.4,2019,49
404,The Vow,PG-13,104,6.8,2012,43
405,Kabir Singh,,173,7.1,2019,
406,Witness,R,112,7.4,1985,76
407,"Honey, I Blew Up the Kid",PG,89,4.8,1992,50
408,The Handmaid's Tale,R,108,6.0,1990,
409,Killers,PG-13,100,5.4,2010,21
410,Never Look Away,R,189,7.7,2018,68
411,Mr. Deeds,PG-13,96,5.8,2002,24
412,The Other Woman,PG-13,109,6.0,2014,39
413,American Gigolo,R,117,6.2,1980,57
414,The Flintstones in Viva Rock Vegas,PG,90,3.6,2000,27
415,About a Boy,PG-13,101,7.0,2002,75
416,Zack and Miri Make a Porno,R,101,6.5,2008,56
417,Australia,PG-13,165,6.6,2008,53
418,Border,R,110,7.0,2018,75
419,Milea: Suara dari Dilan,,102,6.3,2020,
420,Tarzan,G,88,7.3,1999,79
421,The Spectacular Now,R,95,7.1,2013,82
422,Snow White and the Seven Dwarfs,G,83,7.6,1937,95
423,One Day,PG-13,107,7.0,2011,48
424,The Best of Me,PG-13,118,6.7,2014,29
425,Something's Gotta Give,PG-13,128,6.7,2003,66
426,Spanglish,PG-13,131,6.4,2004,48
427,The Crying Game,R,112,7.2,1992,90
428,Welcome to Marwen,PG-13,116,6.1,2018,40
429,The Vanishing of Sidney Hall,R,119,6.9,2017,18
430,Manhattan,R,96,7.9,1979,83
431,Little Shop of Horrors,PG-13,94,7.0,1986,81
432,Mystic Pizza,R,104,6.2,1988,60
433,The Age of Innocence,PG,139,7.2,1993,90
434,Sex Tape,R,94,5.1,2014,36
435,Rock of Ages,PG-13,123,5.9,2012,47
436,The Little Hours,R,90,5.8,2017,69
437,Sing Street,PG-13,106,8.0,2016,79
438,Cold War,R,89,7.6,2018,90
439,The Escort,Not Rated,88,6.0,2016,
440,Employee of the Month,PG-13,103,5.5,2006,36
441,Before Midnight,R,109,7.9,2013,94
442,The Secret Life of Walter Mitty,PG,114,7.3,2013,54
443,9½ Weeks,R,117,6.0,1986,50
444,Call of the Wild,Approved,89,6.8,1935,
445,50/50,R,100,7.6,2011,72
446,Set It Up,TV-14,105,6.5,2018,62
447,Better Off Dead...,PG,97,7.1,1985,51
448,Cinderella,G,74,7.3,1950,85
449,The Cutting Edge,PG,101,6.9,1992,
450,The Lucky One,PG-13,101,6.5,2012,39
451,The Three Musketeers,PG-13,110,5.7,2011,35
452,The Bodyguard,R,129,6.3,1992,39
453,The Three Musketeers,PG,105,6.4,1993,43
454,Sweet Home Alabama,PG-13,108,6.2,2002,45
455,Little Italy,R,102,5.7,2018,28
456,Career Opportunities,PG-13,83,5.9,1991,41
457,The Parent Trap,Passed,129,7.1,1961,73
458,The Layover,R,88,4.7,2017,15
459,Book Club,PG-13,104,6.1,2018,53
460,Somewhere in Time,PG,103,7.2,1980,29
461,Jane Eyre,PG-13,120,7.3,2011,76
462,Marie Antoinette,PG-13,123,6.4,2006,65
463,Before Sunset,R,80,8.0,2004,90
464,Youth,R,124,7.3,2015,64
465,The Duchess,PG-13,110,6.9,2008,62
466,Happiest Season,,,,2020,
467,Anastasia,G,94,7.1,1997,61
468,Sleeping with Other People,R,101,6.5,2015,64
469,Center Stage,PG-13,115,6.7,2000,52
470,What to Expect When You're Expecting,PG-13,110,5.7,2012,41
471,Adrift,PG-13,96,6.6,2018,56
472,Little Children,R,136,7.5,2006,75
473,Collateral Beauty,PG-13,97,6.8,2016,23
474,Urban Cowboy,PG,132,6.3,1980,61
475,"Juliet, Naked",R,97,6.6,2018,67
476,God's Own Country,Not Rated,104,7.7,2017,85
477,The Thomas Crown Affair,R,113,6.8,1999,72
478,The Climbers,,125,5.2,2019,
479,"Oh, Ramona!",,109,4.9,2019,
480,The Apartment,Not Rated,125,8.3,1960,94
481,The Host,PG-13,125,5.9,2013,35
482,Leap Year,PG,100,6.5,2010,33
483,The Birds,PG-13,119,7.7,1963,88
484,Let the Right One In,R,114,7.9,2008,82
485,Knight of Cups,R,118,5.7,2015,53
486,The Wedding Planner,PG-13,103,5.3,2001,33
487,Supergirl,PG,124,4.4,1984,42
488,Anchors Aweigh,Passed,140,7.1,1945,
489,Chasing Amy,R,113,7.2,1997,71
490,Moonstruck,PG,102,7.1,1987,83
491,Bridget Jones's Baby,R,123,6.5,2016,59
492,Bull Durham,R,108,7.1,1988,73
493,The Giver,PG-13,97,6.5,2014,47
494,The Illusionist,PG-13,110,7.6,2006,68
495,Midnight Sun,PG-13,91,6.6,2018,38
496,10 Things We Should Do Before We Break Up,,74,5.8,2020,
497,The Adjustment Bureau,PG-13,106,7.0,2011,60
498,Second Act,PG-13,103,5.8,2018,46
499,Brief Encounter,Not Rated,86,8.0,1945,
500,An Officer and a Gentleman,R,124,7.0,1982,75
501,Eat Brains Love,,87,4.9,2019,
502,"Definitely, Maybe",PG-13,112,7.1,2008,59
503,Silverado,PG-13,133,7.2,1985,64
504,Bang-ja jeon,PG-13,124,6.4,2010,
505,While You Were Sleeping,PG,103,6.7,1995,67
506,Waitress,PG-13,108,7.0,2007,75
507,Love Story,PG,100,6.9,1970,84
508,Hall Pass,R,105,5.8,2011,45
509,The Gay Divorcee,Approved,107,7.5,1934,
510,Robin Hood,PG-13,140,6.6,2010,53
511,Kiss Me Kate,Approved,109,7.1,1953,
512,A Single Man,R,99,7.6,2009,77
513,Journey to the West,PG-13,110,6.8,2013,68
514,Lars and the Real Girl,PG-13,106,7.3,2007,70
515,Bad Teacher,R,92,5.6,2011,47
516,Never Let Me Go,R,103,7.1,2010,69
517,The Duff,PG-13,101,6.5,2015,56
518,Just Like Heaven,PG-13,95,6.7,2005,47
519,George of the Jungle,PG,92,5.4,1997,53
520,Some Kind of Wonderful,PG-13,95,7.1,1987,55
521,Bitter Moon,R,139,7.2,1992,
522,Good Luck Chuck,R,96,5.6,2007,19
523,Begin Again,R,104,7.4,2013,62
524,Destination Wedding,R,87,6.0,2018,46
525,How to Be Single,R,110,6.1,2016,51
526,Tootsie,PG,116,7.4,1982,88
527,Safe Haven,PG-13,115,6.7,2013,34
528,Young & Beautiful,Not Rated,95,6.7,2013,63
529,A Goofy Movie,G,78,6.8,1995,
530,The Princess Diaries 2: Royal Engagement,G,113,5.8,2004,43
531,Sophie's Choice,R,150,7.6,1982,68
532,Only Yesterday,PG,118,7.7,1991,90
533,Cashback,R,102,7.2,2006,54
534,Lady and the Tramp,G,76,7.3,1955,78
535,Father of the Bride,PG,105,6.5,1991,51
536,Aloha,PG-13,105,5.4,2015,40
537,Out of Sight,R,123,7.0,1998,85
538,Beautiful Creatures,PG-13,124,6.1,2013,52
539,The New World,PG-13,135,6.7,2005,69
540,Memoirs of a Geisha,PG-13,145,7.4,2005,54
541,The Choice,PG-13,111,6.6,2016,26
542,Victoria,Not Rated,138,7.7,2015,77
543,Red Riding Hood,PG-13,100,5.4,2011,29
544,Drums Along the Mohawk,Approved,104,7.1,1939,
545,House Party,R,100,6.4,1990,76
546,Ever After: A Cinderella Story,PG-13,121,7.0,1998,66
547,I Love You Phillip Morris,R,98,6.6,2009,65
548,The Mountain Between Us,PG-13,112,6.4,2017,48
549,Blast from the Past,PG-13,112,6.6,1999,48
550,What Women Want,PG-13,127,6.4,2000,47
551,Sleeping Beauty,G,75,7.2,1959,85
552,That Awkward Moment,R,94,6.1,2014,36
553,Julie & Julia,PG-13,118,7.0,2009,66
554,Shubh Mangal Savdhan,Not Rated,119,6.9,2017,
555,Can't Hardly Wait,PG-13,100,6.5,1998,52
556,It Happened One Night,Not Rated,105,8.1,1934,87
557,Near Dark,R,94,7.0,1987,76
558,A Silent Voice: The Movie,Not Rated,130,8.2,2016,78
559,The Fountain,PG-13,97,7.2,2006,51
560,The Facts of Life,Approved,103,6.5,1960,
561,The Love Witch,Unrated,120,6.2,2016,82
562,Warm Bodies,PG-13,98,6.9,2013,60
563,Adoration,R,112,6.2,2013,37
564,Miss Congeniality,PG-13,109,6.2,2000,43
